tradedate,instrumentsymbol,midprice
2025-06-24,INRJPY,1.684005
2025-06-24,KCFUSD,311.9
2025-06-24,LAUHKD,31708.047
2025-06-24,MXNJPY,7.6298576
2025-06-24,NOKJPY,14.31126
2025-06-24,NOKSEK,0.9412601
2025-06-24,NZDCAD,0.823994
2025-06-24,NZDCHF,0.4838576
2025-06-24,NZDCNH,4.3034985
2025-06-24,NZDHUF,207.65026
2025-06-24,NZDJPY,87.04955
2025-06-24,NZDSEK,5.7253005
2025-06-24,NZDSGD,0.7684708
2025-06-24,NZDUSD,0.60064
2025-06-24,NZDZAR,10.6729824
2025-06-24,PLNJPY,39.57078
2025-06-24,SEKJPY,15.20436
2025-06-24,SGDJPY,113.27633
2025-06-24,TRYJPY,3.66047
2025-06-24,UKOUSD,66.872
2025-06-24,USDBRL,5.5581
2025-06-24,USDCAD,1.37186
2025-06-24,USDCHF,0.80557
2025-06-24,USDCLP,935.915
2025-06-24,USDCNH,7.164855
2025-06-24,USDCOP,4093.92
2025-06-24,USDCZK,21.33995
2025-06-24,USDDKK,6.4259
2025-06-24,USDGHS,10.75
2025-06-24,USDHKD,7.84995
2025-06-24,USDHUF,345.715
2025-06-24,USDIDR,16309.0
2025-06-24,USDILS,3.4051
2025-06-24,USDINR,86.0615
2025-06-24,USDJPY,144.928
2025-06-24,USDKES,129.05
2025-06-24,USDKRW,1355.2335
2025-06-24,USDMXN,18.99485
2025-06-24,USDMYR,4.2265
2025-06-24,USDNOK,10.12685
2025-06-24,USDPHP,56.91
2025-06-24,USDPLN,3.6625
2025-06-24,USDRON,4.34881
2025-06-24,USDRUB,78.11757
2025-06-24,USDSAR,3.7517
2025-06-24,USDSEK,9.532
2025-06-24,USDSGD,1.27942
2025-06-24,USDTHB,32.627
2025-06-24,USDTRY,39.592775
2025-06-24,USDTWD,29.2005
2025-06-24,USDUGX,3585.0
2025-06-24,USDZAR,17.76935
2025-06-24,USDZMW,23.495
2025-06-24,USOUSD,64.7235
2025-06-24,USTUSD,1.0004
2025-06-24,XAGAUD,55.377964
2025-06-24,XAGEUR,30.948761
2025-06-24,XAGSGD,45.9689
2025-06-24,XAGUSD,35.9295
2025-06-24,XALUSD,2572.85
2025-06-24,XAUAUD,5122.8643
2025-06-24,XAUCHF,2677.50523
2025-06-24,XAUCNH,23814.1152
2025-06-24,XAUEUR,2862.98544
2025-06-24,XAUGBP,2441.0278
2025-06-24,XAUHKD,26091.193
2025-06-24,XAUJPY,481702.9907
2025-06-24,XAUSGD,4252.4594
2025-06-24,XAUTHB,108443.665
2025-06-24,XAUTRY,131596.08998
2025-06-24,XAUUSD,3323.74
2025-06-24,XCUUSD,9670.5
2025-06-24,XNGUSD,3.6825
2025-06-24,XNIUSD,14924.5
2025-06-24,XPBUSD,2016.975
2025-06-24,XPDUSD,1068.7
2025-06-24,XPTUSD,1320.05
2025-06-24,XZNUSD,2685.175
2025-06-24,ZARJPY,8.15607
2025-06-24,ZARMXN,1.0689671
2025-06-24,ZCFUSD,429.1
2025-06-24,ZSFUSD,1036.9
2025-06-24,ZWFUSD,551.8
2025-06-25,AUDCAD,0.8940782
2025-06-25,AUDCHF,0.5242436
2025-06-25,AUDCNH,4.6720321
2025-06-25,AUDDKK,4.1674739
2025-06-25,AUDHUF,223.79799
2025-06-25,AUDJPY,94.59734
2025-06-25,AUDNOK,6.5972601
2025-06-25,AUDNZD,1.078303
2025-06-25,AUDPLN,2.3731236
2025-06-25,AUDSEK,6.1746022
2025-06-25,AUDSGD,0.8326448
2025-06-25,AUDUSD,0.651295
2025-06-25,AUDZAR,11.562375
2025-06-25,BWPUSD,0.07405
2025-06-25,CADCHF,0.586351
2025-06-25,CADJPY,105.80432
2025-06-25,CADMXN,13.7869782
2025-06-25,CADSGD,0.9312886
2025-06-25,CADZAR,12.9321736
2025-06-25,CCFUSD,8559.0
2025-06-25,CHFDKK,7.9494984
2025-06-25,CHFHUF,426.89692
2025-06-25,CHFJPY,180.44538
2025-06-25,CHFNOK,12.5843402
2025-06-25,CHFPLN,4.5267572
2025-06-25,CHFSEK,11.778116
2025-06-25,CHFSGD,1.5882784
2025-06-25,CHFZAR,22.0553468
2025-06-25,CNHJPY,20.24758
2025-06-25,EURAUD,1.7902333
2025-06-25,EURCAD,1.6006086
2025-06-25,EURCHF,0.9385184
2025-06-25,EURCNH,8.3640275
2025-06-25,EURCZK,24.734421
2025-06-25,EURDKK,7.4607505
2025-06-25,EURGBP,0.8532622
2025-06-25,EURHKD,9.1529286
2025-06-25,EURHUF,400.65061
2025-06-25,EURILS,3.9683789
2025-06-25,EURJPY,169.35131
2025-06-25,EURMXN,22.0675563
2025-06-25,EURNOK,11.8106348
2025-06-25,EURNZD,1.9304139
2025-06-25,EURPLN,4.2484449
2025-06-25,EURRUB,91.2371525
2025-06-25,EURSEK,11.0539786
2025-06-25,EURSGD,1.4906285
2025-06-25,EURTRY,46.3550554
2025-06-25,EURUSD,1.16597
2025-06-25,EURZAR,20.6993488
2025-06-25,FAUUSD,3332.77
2025-06-25,GAGUSD,1.16615
2025-06-25,GAUCNH,768.6427
2025-06-25,GAUUSD,107.1453
2025-06-25,GBPAUD,2.0981045
2025-06-25,GBPCAD,1.8758696
2025-06-25,GBPCHF,1.0999179
2025-06-25,GBPCNH,9.8024118
2025-06-25,GBPCZK,28.9880662
2025-06-25,GBPDKK,8.7437959
2025-06-25,GBPHKD,10.7269824
2025-06-25,GBPHUF,469.55158
2025-06-25,GBPJPY,198.47511
2025-06-25,GBPMXN,25.8625734
2025-06-25,GBPNOK,13.8417415
2025-06-25,GBPNZD,2.2623924
2025-06-25,GBPPLN,4.9790614
2025-06-25,GBPSEK,12.954961
2025-06-25,GBPSGD,1.7469759
2025-06-25,GBPTRY,54.326859
2025-06-25,GBPUSD,1.366485
2025-06-25,GBPZAR,24.2590716
2025-06-25,HKDCNH,0.9138089
2025-06-25,HKDJPY,18.50242
2025-06-25,HKDZAR,2.2615001
2025-06-25,INRJPY,1.6857884
2025-06-25,KCFUSD,301.6
2025-06-25,LAUHKD,31794.617
2025-06-25,MXNJPY,7.6742214
2025-06-25,NOKJPY,14.33888
2025-06-25,NOKSEK,0.9359343
2025-06-25,NZDCAD,0.8291531
2025-06-25,NZDCHF,0.4861747
2025-06-25,NZDCNH,4.3327638
2025-06-25,NZDHUF,207.54648
2025-06-25,NZDJPY,87.72798
2025-06-25,NZDSEK,5.726222
2025-06-25,NZDSGD,0.7721808
2025-06-25,NZDUSD,0.604
2025-06-25,NZDZAR,10.7227516
2025-06-25,PLNJPY,39.86195
2025-06-25,SEKJPY,15.32039
2025-06-25,SGDJPY,113.61068
2025-06-25,TRYJPY,3.65335
2025-06-25,UKOUSD,66.41
2025-06-25,USDBRL,5.5946
2025-06-25,USDCAD,1.37277
2025-06-25,USDCHF,0.804925
2025-06-25,USDCLP,934.795
2025-06-25,USDCNH,7.17345
2025-06-25,USDCOP,4077.26
2025-06-25,USDCZK,21.2136
2025-06-25,USDDKK,6.39875
2025-06-25,USDGHS,10.4
2025-06-25,USDHKD,7.850055
2025-06-25,USDHUF,343.62
2025-06-25,USDIDR,16303.75
2025-06-25,USDILS,3.4035
2025-06-25,USDINR,86.1585
2025-06-25,USDJPY,145.245
2025-06-25,USDKES,129.05
2025-06-25,USDKRW,1356.4925
2025-06-25,USDMXN,18.92635
2025-06-25,USDMYR,4.23475
2025-06-25,USDNOK,10.12945
2025-06-25,USDPHP,56.76
2025-06-25,USDPLN,3.6437
2025-06-25,USDRON,4.34105
2025-06-25,USDRUB,78.25
2025-06-25,USDSAR,3.7517
2025-06-25,USDSEK,9.4805
2025-06-25,USDSGD,1.278445
2025-06-25,USDTHB,32.5375
2025-06-25,USDTRY,39.756645
2025-06-25,USDTWD,28.9845
2025-06-25,USDUGX,3585.0
2025-06-25,USDZAR,17.7529
2025-06-25,USDZMW,23.495
2025-06-25,USOUSD,64.5165
2025-06-25,USTUSD,1.0005
2025-06-25,XAGAUD,55.68905
2025-06-25,XAGEUR,31.107147
2025-06-25,XAGSGD,46.3692
2025-06-25,XAGUSD,36.27
2025-06-25,XALUSD,2570.1
2025-06-25,XAUAUD,5117.1435
2025-06-25,XAUCHF,2682.62989
2025-06-25,XAUCNH,23907.459
2025-06-25,XAUEUR,2858.36685
2025-06-25,XAUGBP,2438.9364
2025-06-25,XAUHKD,26162.428
2025-06-25,XAUJPY,484068.1786
2025-06-25,XAUSGD,4260.7631
2025-06-25,XAUTHB,108440.0039
2025-06-25,XAUTRY,132499.75376
2025-06-25,XAUUSD,3332.77
2025-06-25,XCUUSD,9732.1
2025-06-25,XNGUSD,3.59
2025-06-25,XNIUSD,15096.75
2025-06-25,XPBUSD,2036.0
2025-06-25,XPDUSD,1067.2
2025-06-25,XPTUSD,1356.25
2025-06-25,XZNUSD,2712.825
2025-06-25,ZARJPY,8.18148
2025-06-25,ZARMXN,1.0660991
2025-06-25,ZCFUSD,423.0
2025-06-25,ZSFUSD,1018.6
2025-06-25,ZWFUSD,544.75
2025-06-26,AUDCAD,0.8928861
2025-06-26,AUDCHF,0.5237844
2025-06-26,AUDCNH,4.6891495
2025-06-26,AUDDKK,4.1740939
2025-06-26,AUDHUF,223.74028
2025-06-26,AUDJPY,94.53699
2025-06-26,AUDNOK,6.5947777
2025-06-26,AUDNZD,1.0799875
2025-06-26,AUDPLN,2.3732598
2025-06-26,AUDSEK,6.2165315
2025-06-26,AUDSGD,0.8338631
2025-06-26,AUDUSD,0.654575
2025-06-26,AUDZAR,11.6831819
2025-06-26,BWPUSD,0.0746
2025-06-26,CADCHF,0.5866195
2025-06-26,CADJPY,105.878
2025-06-26,CADMXN,13.8415184
2025-06-26,CADSGD,0.9338964
2025-06-26,CADZAR,13.0847391
2025-06-26,CCFUSD,8861.75
2025-06-26,CHFDKK,7.9691073
2025-06-26,CHFHUF,427.16105
2025-06-26,CHFJPY,180.48838
2025-06-26,CHFNOK,12.5906347
2025-06-26,CHFPLN,4.5309864
2025-06-26,CHFSEK,11.8684937
2025-06-26,CHFSGD,1.5919969
2025-06-26,CHFZAR,22.3053275
2025-06-26,CNHJPY,20.1608
2025-06-26,EURAUD,1.7875492
2025-06-26,EURCAD,1.5960778
2025-06-26,EURCHF,0.9362903
2025-06-26,EURCNH,8.3820853
2025-06-26,EURCZK,24.764147
2025-06-26,EURDKK,7.461398
2025-06-26,EURGBP,0.8522695
2025-06-26,EURHKD,9.1848455
2025-06-26,EURHUF,399.94675
2025-06-26,EURILS,3.9690453
2025-06-26,EURJPY,168.98953
2025-06-26,EURMXN,22.0921409
2025-06-26,EURNOK,11.7884894
2025-06-26,EURNZD,1.9305307
2025-06-26,EURPLN,4.2423187
2025-06-26,EURRUB,91.9891341
2025-06-26,EURSEK,11.1123557
2025-06-26,EURSGD,1.4905713
2025-06-26,EURTRY,46.5674582
2025-06-26,EURUSD,1.170085
2025-06-26,EURZAR,20.8842621
2025-06-26,FAUUSD,3328.39
2025-06-26,GAGUSD,1.1786
2025-06-26,GAUCNH,766.5994
2025-06-26,GAUUSD,107.0202
2025-06-26,GBPAUD,2.0973991
2025-06-26,GBPCAD,1.8727385
2025-06-26,GBPCHF,1.0985849
2025-06-26,GBPCNH,9.8350178
2025-06-26,GBPCZK,29.0567106
2025-06-26,GBPDKK,8.7547406
2025-06-26,GBPHKD,10.7769267
2025-06-26,GBPHUF,469.27266
2025-06-26,GBPJPY,198.2818
2025-06-26,GBPMXN,25.9215447
2025-06-26,GBPNOK,13.8318806
2025-06-26,GBPNZD,2.2651647
2025-06-26,GBPPLN,4.977673
2025-06-26,GBPSEK,13.0385474
2025-06-26,GBPSGD,1.7489437
2025-06-26,GBPTRY,54.6393606
2025-06-26,GBPUSD,1.372905
2025-06-26,GBPZAR,24.5042949
2025-06-26,HKDCNH,0.9125995
2025-06-26,HKDJPY,18.39873
2025-06-26,HKDZAR,2.2737739
2025-06-26,INRJPY,1.6826181
2025-06-26,KCFUSD,303.05
2025-06-26,LAUHKD,31752.117
2025-06-26,MXNJPY,7.6493051
2025-06-26,NOKJPY,14.33513
2025-06-26,NOKSEK,0.9426446
2025-06-26,NZDCAD,0.826756
2025-06-26,NZDCHF,0.4849912
2025-06-26,NZDCNH,4.3418555
2025-06-26,NZDHUF,207.16933
2025-06-26,NZDJPY,87.53527
2025-06-26,NZDSEK,5.7561145
2025-06-26,NZDSGD,0.7721044
2025-06-26,NZDUSD,0.606095
2025-06-26,NZDZAR,10.8178866
2025-06-26,PLNJPY,39.83424
2025-06-26,SEKJPY,15.20735
2025-06-26,SGDJPY,113.37232
2025-06-26,TRYJPY,3.62892
2025-06-26,UKOUSD,66.661
2025-06-26,USDBRL,5.541035
2025-06-26,USDCAD,1.36407
2025-06-26,USDCHF,0.80019
2025-06-26,USDCLP,930.82
2025-06-26,USDCNH,7.163655
2025-06-26,USDCOP,4061.545
2025-06-26,USDCZK,21.1644
2025-06-26,USDDKK,6.3768
2025-06-26,USDGHS,10.4
2025-06-26,USDHKD,7.849725
2025-06-26,USDHUF,341.81
2025-06-26,USDIDR,16205.0
2025-06-26,USDILS,3.3921
2025-06-26,USDINR,85.8335
2025-06-26,USDJPY,144.425
2025-06-26,USDKES,129.05
2025-06-26,USDKRW,1354.6865
2025-06-26,USDMXN,18.8808
2025-06-26,USDMYR,4.21875
2025-06-26,USDNOK,10.0749
2025-06-26,USDPHP,56.701
2025-06-26,USDPLN,3.62565
2025-06-26,USDRON,4.33647
2025-06-26,USDRUB,78.61748
2025-06-26,USDSAR,3.7517
2025-06-26,USDSEK,9.49705
2025-06-26,USDSGD,1.2739
2025-06-26,USDTHB,32.4975
2025-06-26,USDTRY,39.798355
2025-06-26,USDTWD,28.5735
2025-06-26,USDUGX,3585.0
2025-06-26,USDZAR,17.8485
2025-06-26,USDZMW,23.495
2025-06-26,USOUSD,64.751
2025-06-26,USTUSD,1.0003
2025-06-26,XAGAUD,56.004278
2025-06-26,XAGEUR,31.330203
2025-06-26,XAGSGD,46.6999
2025-06-26,XAGUSD,36.659
2025-06-26,XALUSD,2589.45
2025-06-26,XAUAUD,5084.9101
2025-06-26,XAUCHF,2663.39641
2025-06-26,XAUCNH,23843.9033
2025-06-26,XAUEUR,2844.62667
2025-06-26,XAUGBP,2424.3884
2025-06-26,XAUHKD,26127.456
2025-06-26,XAUJPY,480712.1134
2025-06-26,XAUSGD,4240.1188
2025-06-26,XAUTHB,108166.4664
2025-06-26,XAUTRY,132467.03369
2025-06-26,XAUUSD,3328.455
2025-06-26,XCUUSD,9903.35
2025-06-26,XNGUSD,3.547
2025-06-26,XNIUSD,15175.875
2025-06-26,XPBUSD,2043.8
2025-06-26,XPDUSD,1135.9
2025-06-26,XPTUSD,1422.4
2025-06-26,XZNUSD,2773.725
2025-06-26,ZARJPY,8.09172
2025-06-26,ZARMXN,1.0578368
2025-06-26,ZCFUSD,421.75
2025-06-26,ZSFUSD,1016.6
2025-06-26,ZWFUSD,537.35
2025-06-27,AUDCAD,0.8935511
2025-06-27,AUDCHF,0.5218697
2025-06-27,AUDCNH,4.6841384
2025-06-27,AUDDKK,4.1570216
2025-06-27,AUDHUF,222.39107
2025-06-27,AUDJPY,94.45596
2025-06-27,AUDNOK,6.5775448
2025-06-27,AUDNZD,1.0783985
2025-06-27,AUDPLN,2.3636667
2025-06-27,AUDSEK,6.1925644
2025-06-27,AUDSGD,0.8333902
2025-06-27,AUDUSD,0.653035
2025-06-27,AUDZAR,11.646076
2025-06-27,BWPUSD,0.07415
2025-06-27,CADCHF,0.5840401
2025-06-27,CADJPY,105.70852
2025-06-27,CADMXN,13.7571484
2025-06-27,CADSGD,0.9326722
2025-06-27,CADZAR,13.0334757
2025-06-27,CCFUSD,8767.0
2025-06-27,CHFDKK,7.965632
2025-06-27,CHFHUF,426.14294
2025-06-27,CHFJPY,180.99531
2025-06-27,CHFNOK,12.6038078
2025-06-27,CHFPLN,4.5292281
2025-06-27,CHFSEK,11.8661132
2025-06-27,CHFSGD,1.5969317
2025-06-27,CHFZAR,22.3160628
2025-06-27,CNHJPY,20.16507
2025-06-27,EURAUD,1.7945363
2025-06-27,EURCAD,1.6035098
2025-06-27,EURCHF,0.936514
2025-06-27,EURCNH,8.4058563
2025-06-27,EURCZK,24.724113
2025-06-27,EURDKK,7.4599261
2025-06-27,EURGBP,0.8543346
2025-06-27,EURHKD,9.1991179
2025-06-27,EURHUF,399.08884
2025-06-27,EURILS,3.9720209
2025-06-27,EURJPY,169.50465
2025-06-27,EURMXN,22.0597222
2025-06-27,EURNOK,11.8036429
2025-06-27,EURNZD,1.9352252
2025-06-27,EURPLN,4.2416857
2025-06-27,EURRUB,92.495604
2025-06-27,EURSEK,11.1127815
2025-06-27,EURSGD,1.495549
2025-06-27,EURTRY,46.690248
2025-06-27,EURUSD,1.171895
2025-06-27,EURZAR,20.8993059
2025-06-27,FAUUSD,3274.255
2025-06-27,GAGUSD,1.1572
2025-06-27,GAUCNH,755.0868
2025-06-27,GAUUSD,105.277
2025-06-27,GBPAUD,2.1005076
2025-06-27,GBPCAD,1.8769108
2025-06-27,GBPCHF,1.0961912
2025-06-27,GBPCNH,9.8390685
2025-06-27,GBPCZK,28.9396148
2025-06-27,GBPDKK,8.7318557
2025-06-27,GBPHKD,10.7675825
2025-06-27,GBPHUF,467.13414
2025-06-27,GBPJPY,198.40547
2025-06-27,GBPMXN,25.8209406
2025-06-27,GBPNOK,13.8161831
2025-06-27,GBPNZD,2.2651843
2025-06-27,GBPPLN,4.9649
2025-06-27,GBPSEK,13.0075287
2025-06-27,GBPSGD,1.7505425
2025-06-27,GBPTRY,54.6510111
2025-06-27,GBPUSD,1.371705
2025-06-27,GBPZAR,24.4626715
2025-06-27,HKDCNH,0.9137676
2025-06-27,HKDJPY,18.42619
2025-06-27,HKDZAR,2.2718815
2025-06-27,INRJPY,1.688869
2025-06-27,KCFUSD,301.1
2025-06-27,LAUHKD,31235.29
2025-06-27,MXNJPY,7.6838978
2025-06-27,NOKJPY,14.36037
2025-06-27,NOKSEK,0.9414705
2025-06-27,NZDCAD,0.8285908
2025-06-27,NZDCHF,0.4839302
2025-06-27,NZDCNH,4.3436062
2025-06-27,NZDHUF,206.22346
2025-06-27,NZDJPY,87.58911
2025-06-27,NZDSEK,5.7423711
2025-06-27,NZDSGD,0.7728036
2025-06-27,NZDUSD,0.60556
2025-06-27,NZDZAR,10.7994178
2025-06-27,PLNJPY,39.96162
2025-06-27,SEKJPY,15.25313
2025-06-27,SGDJPY,113.33942
2025-06-27,TRYJPY,3.63041
2025-06-27,UKOUSD,66.318
2025-06-27,USDBRL,5.525805
2025-06-27,USDCAD,1.368305
2025-06-27,USDCHF,0.799145
2025-06-27,USDCLP,936.075
2025-06-27,USDCNH,7.172875
2025-06-27,USDCOP,4101.975
2025-06-27,USDCZK,21.09755
2025-06-27,USDDKK,6.365695
2025-06-27,USDGHS,10.4
2025-06-27,USDHKD,7.84978
2025-06-27,USDHUF,340.55
2025-06-27,USDIDR,16205.0
2025-06-27,USDILS,3.3894
2025-06-27,USDINR,85.644
2025-06-27,USDJPY,144.6415
2025-06-27,USDKES,129.05
2025-06-27,USDKRW,1362.491
2025-06-27,USDMXN,18.823975
2025-06-27,USDMYR,4.21875
2025-06-27,USDNOK,10.07227
2025-06-27,USDPHP,56.618
2025-06-27,USDPLN,3.61951
2025-06-27,USDRON,4.33634
2025-06-27,USDRUB,78.928235
2025-06-27,USDSAR,3.7517
2025-06-27,USDSEK,9.482745
2025-06-27,USDSGD,1.27618
2025-06-27,USDTHB,32.598
2025-06-27,USDTRY,39.841665
2025-06-27,USDTWD,28.6845
2025-06-27,USDUGX,3585.0
2025-06-27,USDZAR,17.83377
2025-06-27,USDZMW,23.495
2025-06-27,USOUSD,64.5305
2025-06-27,USTUSD,1.0003
2025-06-27,XAGAUD,55.104244
2025-06-27,XAGEUR,30.706676
2025-06-27,XAGSGD,45.9233
2025-06-27,XAGUSD,35.985
2025-06-27,XALUSD,2597.8
2025-06-27,XAUAUD,5013.9043
2025-06-27,XAUCHF,2616.60451
2025-06-27,XAUCNH,23485.8218
2025-06-27,XAUEUR,2793.98325
2025-06-27,XAUGBP,2386.9965
2025-06-27,XAUHKD,25702.181
2025-06-27,XAUJPY,473593.1546
2025-06-27,XAUSGD,4178.5387
2025-06-27,XAUTHB,106734.1645
2025-06-27,XAUTRY,130451.77083
2025-06-27,XAUUSD,3274.255
2025-06-27,XCUUSD,9882.575
2025-06-27,XNGUSD,3.749
2025-06-27,XNIUSD,15226.5
2025-06-27,XPBUSD,2045.95
2025-06-27,XPDUSD,1135.7
2025-06-27,XPTUSD,1341.65
2025-06-27,XZNUSD,2783.225
2025-06-27,ZARJPY,8.11054
2025-06-27,ZARMXN,1.0555242
2025-06-27,ZCFUSD,427.0
2025-06-27,ZSFUSD,1025.55
2025-06-27,ZWFUSD,542.3
2025-06-28,AUDCAD,0.8935511
2025-06-28,AUDCHF,0.5218697
2025-06-28,AUDCNH,4.6841384
2025-06-28,AUDDKK,4.1570216
2025-06-28,AUDHUF,222.39107
2025-06-28,AUDJPY,94.45596
2025-06-28,AUDNOK,6.5775448
2025-06-28,AUDNZD,1.0783985
2025-06-28,AUDPLN,2.3636667
2025-06-28,AUDSEK,6.1925644
2025-06-28,AUDSGD,0.8333902
2025-06-28,AUDUSD,0.653035
2025-06-28,AUDZAR,11.646076
2025-06-28,BWPUSD,0.07415
2025-06-28,CADCHF,0.5840401
2025-06-28,CADJPY,105.70852
2025-06-28,CADMXN,13.7571484
2025-06-28,CADSGD,0.9326722
2025-06-28,CADZAR,13.0334757
2025-06-28,CCFUSD,8767.0
2025-06-28,CHFDKK,7.965632
2025-06-28,CHFHUF,426.14294
2025-06-28,CHFJPY,180.99531
2025-06-28,CHFNOK,12.6038078
2025-06-28,CHFPLN,4.5292281
2025-06-28,CHFSEK,11.8661132
2025-06-28,CHFSGD,1.5969317
2025-06-28,CHFZAR,22.3160628
2025-06-28,CNHJPY,20.16507
2025-06-28,EURAUD,1.7945363
2025-06-28,EURCAD,1.6035098
2025-06-28,EURCHF,0.936514
2025-06-28,EURCNH,8.4058563
2025-06-28,EURCZK,24.724113
2025-06-28,EURDKK,7.4599261
2025-06-28,EURGBP,0.8543346
2025-06-28,EURHKD,9.1991179
2025-06-28,EURHUF,399.08884
2025-06-28,EURILS,3.9720209
2025-06-28,EURJPY,169.50465
2025-06-28,EURMXN,22.0597222
2025-06-28,EURNOK,11.8036429
2025-06-28,EURNZD,1.9352252
2025-06-28,EURPLN,4.2416857
2025-06-28,EURRUB,92.495604
2025-06-28,EURSEK,11.1127815
2025-06-28,EURSGD,1.495549
2025-06-28,EURTRY,46.690248
2025-06-28,EURUSD,1.171895
2025-06-28,EURZAR,20.8993059
2025-06-28,FAUUSD,3274.255
2025-06-28,GAGUSD,1.1572
2025-06-28,GAUCNH,755.0868
2025-06-28,GAUUSD,105.277
2025-06-28,GBPAUD,2.1005076
2025-06-28,GBPCAD,1.8769108
2025-06-28,GBPCHF,1.0961912
2025-06-28,GBPCNH,9.8390685
2025-06-28,GBPCZK,28.9396148
2025-06-28,GBPDKK,8.7318557
2025-06-28,GBPHKD,10.7675825
2025-06-28,GBPHUF,467.13414
2025-06-28,GBPJPY,198.40547
2025-06-28,GBPMXN,25.8209406
2025-06-28,GBPNOK,13.8161831
2025-06-28,GBPNZD,2.2651843
2025-06-28,GBPPLN,4.9649
2025-06-28,GBPSEK,13.0075287
2025-06-28,GBPSGD,1.7505425
2025-06-28,GBPTRY,54.6510111
2025-06-28,GBPUSD,1.371705
2025-06-28,GBPZAR,24.4626715
2025-06-28,HKDCNH,0.9137676
2025-06-28,HKDJPY,18.42619
2025-06-28,HKDZAR,2.2718815
2025-06-28,INRJPY,1.688869
2025-06-28,KCFUSD,301.1
2025-06-28,LAUHKD,31235.29
2025-06-28,MXNJPY,7.6838978
2025-06-28,NOKJPY,14.36037
2025-06-28,NOKSEK,0.9414705
2025-06-28,NZDCAD,0.8285908
2025-06-28,NZDCHF,0.4839302
2025-06-28,NZDCNH,4.3436062
2025-06-28,NZDHUF,206.22346
2025-06-28,NZDJPY,87.58911
2025-06-28,NZDSEK,5.7423711
2025-06-28,NZDSGD,0.7728036
2025-06-28,NZDUSD,0.60556
2025-06-28,NZDZAR,10.7994178
2025-06-28,PLNJPY,39.96162
2025-06-28,SEKJPY,15.25313
2025-06-28,SGDJPY,113.33942
2025-06-28,TRYJPY,3.63041
2025-06-28,UKOUSD,66.318
2025-06-28,USDBRL,5.525805
2025-06-28,USDCAD,1.368305
2025-06-28,USDCHF,0.799145
2025-06-28,USDCLP,936.075
2025-06-28,USDCNH,7.172875
2025-06-28,USDCOP,4101.975
2025-06-28,USDCZK,21.09755
2025-06-28,USDDKK,6.365695
2025-06-28,USDGHS,10.4
2025-06-28,USDHKD,7.84978
2025-06-28,USDHUF,340.55
2025-06-28,USDIDR,16205.0
2025-06-28,USDILS,3.3894
2025-06-28,USDINR,85.644
2025-06-28,USDJPY,144.6415
2025-06-28,USDKES,129.05
2025-06-28,USDKRW,1362.491
2025-06-28,USDMXN,18.823975
2025-06-28,USDMYR,4.21875
2025-06-28,USDNOK,10.07227
2025-06-28,USDPHP,56.618
2025-06-28,USDPLN,3.61951
2025-06-28,USDRON,4.33634
2025-06-28,USDRUB,78.928235
2025-06-28,USDSAR,3.7517
2025-06-28,USDSEK,9.482745
2025-06-28,USDSGD,1.27618
2025-06-28,USDTHB,32.598
2025-06-28,USDTRY,39.841665
2025-06-28,USDTWD,28.6845
2025-06-28,USDUGX,3585.0
2025-06-28,USDZAR,17.83377
2025-06-28,USDZMW,23.495
2025-06-28,USOUSD,64.5305
2025-06-28,USTUSD,1.0003
2025-06-28,XAGAUD,55.104244
2025-06-28,XAGEUR,30.706676
2025-06-28,XAGSGD,45.9233
2025-06-28,XAGUSD,35.985
2025-06-28,XALUSD,2597.8
2025-06-28,XAUAUD,5013.9043
2025-06-28,XAUCHF,2616.60451
2025-06-28,XAUCNH,23485.8218
2025-06-28,XAUEUR,2793.98325
2025-06-28,XAUGBP,2386.9965
2025-06-28,XAUHKD,25702.181
2025-06-28,XAUJPY,473593.1546
2025-06-28,XAUSGD,4178.5387
2025-06-28,XAUTHB,106734.1645
2025-06-28,XAUTRY,130451.77083
2025-06-28,XAUUSD,3274.255
2025-06-28,XCUUSD,9882.575
2025-06-28,XNGUSD,3.749
2025-06-28,XNIUSD,15226.5
2025-06-28,XPBUSD,2045.95
2025-06-28,XPDUSD,1135.7
2025-06-28,XPTUSD,1341.65
2025-06-28,XZNUSD,2783.225
2025-06-28,ZARJPY,8.11054
2025-06-28,ZARMXN,1.0555242
2025-06-28,ZCFUSD,427.0
2025-06-28,ZSFUSD,1025.55
2025-06-28,ZWFUSD,542.3
2025-06-29,AUDCAD,0.8935511
2025-06-29,AUDCHF,0.5218697
2025-06-29,AUDCNH,4.6841384
2025-06-29,AUDDKK,4.1570216
2025-06-29,AUDHUF,222.39107
2025-06-29,AUDJPY,94.45596
2025-06-29,AUDNOK,6.5775448
2025-06-29,AUDNZD,1.0783985
2025-06-29,AUDPLN,2.3636667
2025-06-29,AUDSEK,6.1925644
2025-06-29,AUDSGD,0.8333902
2025-06-29,AUDUSD,0.653035
2025-06-29,AUDZAR,11.646076
2025-06-29,BWPUSD,0.07415
2025-06-29,CADCHF,0.5840401
2025-06-29,CADJPY,105.70852
2025-06-29,CADMXN,13.7571484
2025-06-29,CADSGD,0.9326722
2025-06-29,CADZAR,13.0334757
2025-06-29,CCFUSD,8767.0
2025-06-29,CHFDKK,7.965632
2025-06-29,CHFHUF,426.14294
2025-06-29,CHFJPY,180.99531
2025-06-29,CHFNOK,12.6038078
